100

1 0.37 20.0 8.4615324 45.584588 NN
2 0.37 20.0 3.8078434 30.965299 NN
3 0.37 20.0 62.268716 21.816192 N
4 0.37 20.0 92.868183 11.373036 NN
5 0.37 20.0 32.684529 12.884209 N
6 0.37 20.0 74.301847 93.819547 NN
7 0.37 20.0 29.232575 48.452965 NN
8 0.37 20.0 12.821888 74.052807 NN
9 0.37 20.0 51.369479 30.23414 NN
10 0.37 20.0 39.609457 0.71203633 N
11 0.37 20.0 97.333044 60.882952 NN
12 0.37 20.0 29.615546 35.014446 NN
13 0.37 20.0 59.113179 64.031213 NN
14 0.37 20.0 57.063444 83.740499 NN
15 0.37 20.0 60.938477 9.5685537 N
16 0.37 20.0 56.002977 57.974486 NN
17 0.37 20.0 28.290847 57.433808 NN
18 0.37 20.0 15.662992 51.46516 NN
19 0.37 20.0 72.909 44.694359 NN
20 0.37 20.0 4.3400845 95.893685 NN
21 0.37 20.0 79.426082 17.785581 NN
22 0.37 20.0 40.78453 55.090897 NN
23 0.37 20.0 82.600308 61.886282 NN
24 0.37 20.0 96.245043 2.9580718 NN
25 0.37 20.0 42.352182 63.373342 NN
26 0.37 20.0 5.7950909 83.056942 NN
27 0.37 20.0 78.198211 38.817509 NN
28 0.37 20.0 62.762644 42.90961 NN
29 0.37 20.0 50.794349 7.6327458 S
30 0.37 20.0 56.669285 57.283245 NN
31 0.37 20.0 31.103601 86.327959 NN
32 0.37 20.0 74.054122 20.138322 NN
33 0.37 20.0 34.411155 9.0309962 N
34 0.37 20.0 87.563064 18.416426 NN
35 0.37 20.0 33.543689 66.390813 NN
36 0.37 20.0 79.279206 72.44447 NN
37 0.37 20.0 80.104335 62.326363 NN
38 0.37 20.0 5.6202381 46.200624 NN
39 0.37 20.0 40.506774 30.615037 NN
40 0.37 20.0 96.014204 63.450203 NN
41 0.37 20.0 41.568058 55.352382 NN
42 0.37 20.0 33.112866 65.82145 NN
43 0.37 20.0 63.003075 11.906457 N
44 0.37 20.0 85.39908 66.642936 NN
45 0.37 20.0 78.492857 67.239006 NN
46 0.37 20.0 53.805575 92.152484 N
47 0.37 20.0 73.926331 82.056074 NN
48 0.37 20.0 73.281649 17.296841 NN
49 0.37 20.0 44.529957 94.065286 N
50 0.37 20.0 84.293571 19.536356 NN
51 0.37 20.0 49.477459 20.908162 N
52 0.37 20.0 93.955648 0.83583423 NN
53 0.37 20.0 79.173533 29.451373 NN
54 0.37 20.0 13.993743 26.932367 NN
55 0.37 20.0 24.128811 57.859825 NN
56 0.37 20.0 13.36165 39.028573 NN
57 0.37 20.0 53.257659 17.794031 N
58 0.37 20.0 6.3139088 38.711551 NN
59 0.37 20.0 47.03198 14.617047 N
60 0.37 20.0 97.837275 82.486234 NN
61 0.37 20.0 67.557686 14.428802 N
62 0.37 20.0 86.678021 67.19944 NN
63 0.37 20.0 49.626102 74.148754 NN
64 0.37 20.0 29.624386 1.42899 NN
65 0.37 20.0 19.087035 13.872997 NN
66 0.37 20.0 95.263535 3.0084938 NN
67 0.37 20.0 75.366378 80.049451 NN
68 0.37 20.0 94.179766 4.6250048 NN
69 0.37 20.0 66.912592 65.784952 NN
70 0.37 20.0 19.093907 44.895102 NN
71 0.37 20.0 29.202596 79.467563 NN
72 0.37 20.0 6.4891878 35.302336 NN
73 0.37 20.0 5.2655618 2.4857404 NN
74 0.37 20.0 28.567561 21.253928 NN
75 0.37 20.0 17.409292 70.311257 NN
76 0.37 20.0 67.446059 54.073332 NN
77 0.37 20.0 89.880616 86.188536 NN
78 0.37 20.0 35.368381 73.0402 NN
79 0.37 20.0 10.848878 10.108268 NN
80 0.37 20.0 79.051888 96.319686 NN
81 0.37 20.0 46.880679 73.011817 NN
82 0.37 20.0 67.876207 1.3222531 N
83 0.37 20.0 68.084057 67.081529 NN
84 0.37 20.0 42.282043 47.701231 NN
85 0.37 20.0 65.093748 3.288544 N
86 0.37 20.0 62.690019 10.883607 N
87 0.37 20.0 52.247811 6.8449433 N
88 0.37 20.0 19.518318 60.01578 NN
89 0.37 20.0 51.147192 22.487453 N
90 0.37 20.0 74.086344 13.773937 NN
91 0.37 20.0 42.112272 52.166878 NN
92 0.37 20.0 73.535253 92.196582 NN
93 0.37 20.0 68.397999 60.866776 NN
94 0.37 20.0 95.098523 68.271351 NN
95 0.37 20.0 31.336904 22.778027 NN
96 0.37 20.0 34.752904 20.001236 N
97 0.37 20.0 39.520498 3.4677105 N
98 0.37 20.0 3.1180257 65.636774 NN
99 0.37 20.0 63.135785 49.893507 NN
100 0.37 20.0 56.41077 47.727423 NN
